code,name,price,pct,amount,turnover,mktcap,float_cap,main_net,main_pct,xl_net,l_net,m_net,s_net
000001,平安银行,11.73,0.2564,954180000.0,0.42,227631000000.0,227629000000.0,176339043,18.4807,93521452,82817591,-176339043,
603061,金海通,357.3,2.4399,1624620000.0,5.22,31085000000.0,31085000000.0,175770279,10.8192,72371895,103398384,-175770279,
600111,北方稀土,37.88,2.7672,1883540000.0,1.38,136939000000.0,136939000000.0,173448262,9.2086,98991510,74456752,-173448262,
688146,中船特气,238.03,-0.4891,3349660000.0,9.67,126016000000.0,34507000000.0,172416448,5.1473,40500160,131916288,-172416448,
300110,华仁药业,3.29,20.073,601590000.0,15.89,3889000000.0,3887000000.0,172274976,28.6366,0,172274976,-172274976,
688141,杰华特,114.73,1.3785,1862690000.0,3.58,51665000000.0,51665000000.0,168721264,9.0579,120044464,48676800,-168721264,
688082,盛美上海,293.5,0.2493,1285740000.0,0.91,142426000000.0,141535000000.0,166099720,12.9186,6646232,159453488,-166099720,
301373,凌玮科技,123.58,4.3398,1383860000.0,16.28,13405000000.0,8608000000.0,165838439,11.9838,19085863,146752576,-165838439,
601360,三六零,9.03,2.9647,1042440000.0,1.67,63206000000.0,63206000000.0,164237152,15.7551,170811192,-6574040,-164237152,
002353,杰瑞股份,124.7,-0.9531,2009360000.0,2.32,127675000000.0,86176000000.0,163586224,8.1412,202646368,-39060144,-163586224,
000829,天音控股,9.77,10.0225,524070000.0,5.32,10015000000.0,10006000000.0,160717409,30.6672,143069065,17648344,-160717409,
688035,德邦科技,85.4,8.8037,881970000.0,7.48,12147000000.0,12147000000.0,155702032,17.6539,52481549,103220483,-155702032,
002138,顺络电子,53.37,1.6184,1812960000.0,4.42,43033000000.0,40900000000.0,154006361,8.4947,115905129,38101232,-154006361,
300642,透景生命,20.35,19.9882,691400000.0,25.74,3302000000.0,2802000000.0,153100555,22.1436,180653331,-27552776,-153100555,
002246,北化股份,26.27,10.0084,949330000.0,6.69,14423000000.0,14423000000.0,151968565,16.008,197855280,-45886715,-151968565,
600028,中国石化,5.3,2.7132,1224270000.0,0.25,639787000000.0,501636000000.0,151966172,12.4128,145046848,6919324,-151966172,
300468,四方精创,22.96,4.4111,1258130000.0,10.52,12184000000.0,12169000000.0,148567562,11.8086,30652600,117914962,-148567562,
002271,东方雨虹,10.73,3.7718,740070000.0,3.57,25631000000.0,20931000000.0,148249786,20.0319,76324003,71925783,-148249786,
603580,艾艾精工,71.53,9.9954,524070000.0,5.67,9347000000.0,9347000000.0,147784744,28.1994,96217168,51567576,-147784744,
688257,新锐股份,59.57,2.354,1182640000.0,5.59,21163000000.0,21163000000.0,147597054,12.4803,60191902,87405152,-147597054,
301047,义翘神州,117.34,3.7764,1335390000.0,9.59,14273000000.0,14032000000.0,147460802,11.0425,45893042,101567760,-147460802,
600919,江苏银行,12.13,-0.3287,1027890000.0,0.46,222602000000.0,222602000000.0,147394717,14.3395,87350215,60044502,-147394717,
301511,德福科技,110.61,0.0995,2997020000.0,6.81,69720000000.0,44094000000.0,146610048,4.8919,70076416,76533632,-146610048,
002172,澳洋健康,5.81,10.0379,667880000.0,15.07,4449000000.0,4445000000.0,146241947,21.8964,124144874,22097073,-146241947,
301489,思泉新材,131.4,2.3444,1027110000.0,11.37,15281000000.0,9143000000.0,145383609,14.1546,69831027,75552582,-145383609,
601319,中国人保,8.04,2.8133,845240000.0,0.3,355561000000.0,285402000000.0,144711682,17.1208,208980126,-64268444,-144711682,
688183,生益电子,120.86,-0.2805,2137670000.0,2.1,103971000000.0,101231000000.0,142940928,6.6868,57788352,85152576,-142940928,
605376,博迁新材,137.48,-1.1788,2095150000.0,5.71,35965000000.0,35965000000.0,142369135,6.7952,19192783,123176352,-142369135,
002050,三花智控,36.18,2.4639,2352310000.0,1.76,152246000000.0,133542000000.0,142230658,6.0464,87482722,54747936,-142230658,
600246,万通发展,14.12,3.0657,1498140000.0,5.66,27619000000.0,26693000000.0,139147653,9.288,51274981,87872672,-139147653,
301236,软通动力,38.23,3.3523,800390000.0,2.44,39575000000.0,33182000000.0,137975718,17.2386,74153819,63821899,-137975718,
000756,新华制药,14.67,9.97,309280000.0,4.26,10220000000.0,7318000000.0,137738683,44.5353,154878183,-17139500,-137738683,
601601,中国太保,32.0,-0.2494,1501390000.0,0.69,307851000000.0,219041000000.0,136345003,9.0813,43269147,93075856,-136345003,
000831,中国稀土,55.3,3.5774,1622200000.0,2.76,58686000000.0,58686000000.0,133280541,8.216,150371773,-17091232,-133280541,
600812,华北制药,5.08,9.9567,441920000.0,5.19,8716000000.0,8716000000.0,132534873,29.9907,102051009,30483864,-132534873,
603068,博通集成,43.79,9.9975,901140000.0,13.71,6647000000.0,6647000000.0,131923209,14.6396,136442171,-4518962,-131923209,
603319,美湖股份,32.18,10.0171,968570000.0,8.94,10914000000.0,10914000000.0,127656183,13.1799,138403133,-10746950,-127656183,
688143,长盈通,205.07,4.8844,2577860000.0,10.61,26409000000.0,25095000000.0,121392784,4.7091,113511008,7881776,-121392784,
300567,精测电子,214.6,-2.0762,1181460000.0,2.42,60034000000.0,48725000000.0,120340412,10.1857,43560703,76779709,-120340412,
300857,协创数据,273.1,1.9448,3706780000.0,2.82,133645000000.0,132424000000.0,118887696,3.2073,126952224,-8064528,-118887696,
600026,中远海能,22.92,3.8514,2191200000.0,2.54,125400000000.0,87738000000.0,118803504,5.4218,95054800,23748704,-118803504,
603306,华懋科技,84.77,1.4966,1041030000.0,3.76,27931000000.0,27931000000.0,117121752,11.2506,58298188,58823564,-117121752,
603893,瑞芯微,198.0,4.1886,2347850000.0,2.85,83782000000.0,83734000000.0,116664523,4.969,125061371,-8396848,-116664523,
300136,信维通信,59.68,0.2857,2881380000.0,5.77,57744000000.0,49237000000.0,115929280,4.0234,-23618944,139548224,-115929280,
002466,天齐锂业,43.26,1.1693,1312590000.0,2.07,74109000000.0,63846000000.0,115416762,8.7931,92010506,23406256,-115416762,
300759,康龙化成,45.13,4.2263,3260910000.0,5.09,82917000000.0,64086000000.0,113976992,3.4953,785120,113191872,-113976992,
688137,近岸蛋白,118.84,20.004,1089560000.0,13.97,8309000000.0,8309000000.0,113005898,10.3717,119999226,-6993328,-113005898,
603601,再升科技,10.66,4.4074,1724700000.0,14.29,12177000000.0,12177000000.0,112790520,6.5397,40215592,72574928,-112790520,
600188,兖矿能源,20.44,3.8618,920580000.0,0.76,205153000000.0,121850000000.0,112164601,12.1841,16682442,95482159,-112164601,
688668,鼎通科技,266.15,-1.2797,1021060000.0,2.73,37067000000.0,37067000000.0,111488491,10.9189,30420159,81068332,-111488491,
001317,三羊马,59.96,9.9982,666210000.0,13.42,5131000000.0,5127000000.0,110082090,16.5236,99645139,10436951,-110082090,
300782,卓胜微,76.34,3.5259,1175020000.0,3.32,43895000000.0,35007000000.0,109383671,9.3091,53425415,55958256,-109383671,
600196,复星医药,23.05,4.63,794960000.0,1.65,61553000000.0,48831000000.0,107652812,13.5419,97314520,10338292,-107652812,
600887,伊利股份,26.65,0.188,1016990000.0,0.61,168571000000.0,167733000000.0,105409211,10.3648,23827192,81582019,-105409211,
300760,迈瑞医疗,158.05,0.7522,1033560000.0,0.54,191525000000.0,191345000000.0,105408221,10.1986,35223618,70184603,-105408221,
300378,鼎捷数智,38.52,4.4752,876150000.0,8.51,10460000000.0,10382000000.0,104976894,11.9816,43382660,61594234,-104976894,
688331,荣昌生物,125.0,8.8471,1319390000.0,3.02,70560000000.0,44487000000.0,104161483,7.8947,84604363,19557120,-104161483,
300426,华智数媒,8.35,13.9154,564070000.0,16.9,3761000000.0,3340000000.0,103343854,18.3211,114000872,-10657018,-103343854,
603395,红四方,28.14,10.0078,447180000.0,25.37,7316000000.0,1829000000.0,103188676,23.0754,103549947,-361271,-103188676,
300454,深信服,143.25,0.1328,1449790000.0,3.51,61821000000.0,41256000000.0,103078933,7.1099,67067093,36011840,-103078933,
600487,亨通光电,71.75,3.2523,13148250000.0,7.42,176964000000.0,176049000000.0,102964864,0.7831,61758992,41205872,-102964864,
002957,科瑞技术,42.88,1.0368,1019970000.0,5.67,18009000000.0,17961000000.0,102060148,10.0062,16803890,85256258,-102060148,
603129,春风动力,305.62,5.2447,816820000.0,1.76,46907000000.0,46907000000.0,101070211,12.3736,43490801,57579410,-101070211,
688001,华兴源创,75.17,-0.2654,869770000.0,2.5,35448000000.0,35448000000.0,100668398,11.5741,15148147,85520251,-100668398,
600699,均胜电子,20.95,4.0218,1410740000.0,4.83,32489000000.0,29239000000.0,100623611,7.1327,12781675,87841936,-100623611,
002178,延华智能,5.08,9.9567,237640000.0,6.6,3618000000.0,3616000000.0,100430658,42.2617,112203197,-11772539,-100430658,
300369,绿盟科技,9.47,13.6855,1084790000.0,14.72,7677000000.0,7652000000.0,100276314,9.2438,111185192,-10908878,-100276314,
688172,燕东微,47.6,1.4709,646300000.0,1.13,67955000000.0,57061000000.0,100137808,15.494,49386255,50751553,-100137808,
600593,大连圣亚,48.57,10.0113,735520000.0,12.06,6336000000.0,6256000000.0,98584905,13.4034,85529195,13055710,-98584905,
301086,鸿富瀚,176.0,6.1584,1008670000.0,8.47,22152000000.0,12278000000.0,98484492,9.7638,22236796,76247696,-98484492,
688485,九州一轨,114.59,1.4071,761160000.0,4.5,17222000000.0,17222000000.0,97862275,12.857,37501045,60361230,-97862275,
603067,振华股份,36.95,5.1508,1398510000.0,5.02,27917000000.0,27917000000.0,97002479,6.9361,153653999,-56651520,-97002479,
002174,游族网络,14.57,3.041,730660000.0,5.14,14276000000.0,14268000000.0,96858697,13.2563,21693592,75165105,-96858697,
603269,海鸥股份,26.78,1.7091,674490000.0,5.81,11568000000.0,11568000000.0,96827746,14.3557,24002870,72824876,-96827746,
603757,大元泵业,70.08,2.7566,613030000.0,4.7,13073000000.0,13073000000.0,96699036,15.7739,67356299,29342737,-96699036,
301093,华兰股份,72.85,13.4205,721390000.0,5.14,15527000000.0,14824000000.0,94939163,13.1606,57570302,37368861,-94939163,
600714,金瑞矿业,19.25,10.0,445630000.0,8.3,5547000000.0,5547000000.0,94672516,21.2446,66644055,28028461,-94672516,
600785,新华百货,11.35,9.9806,310130000.0,8.87,3585000000.0,3585000000.0,94249333,30.3903,75087640,19161693,-94249333,
002594,比亚迪,85.22,1.0913,2106700000.0,0.71,776968000000.0,297168000000.0,94134048,4.4683,30500496,63633552,-94134048,
300033,同花顺,210.66,1.6699,2017690000.0,2.21,158551000000.0,92355000000.0,93792528,4.6485,58668464,35124064,-93792528,
688535,华海诚科,110.3,-1.7809,1028290000.0,7.0,15803000000.0,14729000000.0,93503874,9.0931,19127866,74376008,-93503874,
000532,华金资本,14.26,10.0309,743330000.0,16.38,4916000000.0,4899000000.0,92992194,12.5102,118804392,-25812198,-92992194,
300862,蓝盾光电,56.04,1.9465,1497490000.0,18.03,10346000000.0,8488000000.0,92809932,6.1977,47166332,45643600,-92809932,
300725,药石科技,50.32,6.565,1391020000.0,13.78,11765000000.0,10201000000.0,91484145,6.5768,28249073,63235072,-91484145,
002074,国轩高科,26.67,2.0275,685270000.0,1.49,48399000000.0,46317000000.0,90747995,13.2427,76408349,14339646,-90747995,
601099,太平洋,3.57,2.8818,664140000.0,2.77,24334000000.0,24334000000.0,90599074,13.6416,82525244,8073830,-90599074,
300606,金太阳,38.57,11.7647,602700000.0,13.87,5336000000.0,4587000000.0,89507364,14.8511,47001897,42505467,-89507364,
601857,中国石油,10.67,1.0417,1407810000.0,0.08,1952834000000.0,1727709000000.0,89196282,6.3358,37521114,51675168,-89196282,
002821,凯莱英,190.99,3.1263,1970810000.0,3.26,68883000000.0,60748000000.0,88811133,4.5063,20802989,68008144,-88811133,
688359,三孚新科,113.21,4.9504,544980000.0,4.94,11285000000.0,11285000000.0,88244156,16.1922,41641745,46602411,-88244156,
603920,世运电路,46.44,6.5138,2022780000.0,6.17,33464000000.0,33464000000.0,87153894,4.3086,128839526,-41685632,-87153894,
002487,大金重工,39.7,0.2525,2492490000.0,9.97,29381000000.0,25048000000.0,86863490,3.485,50142434,36721056,-86863490,
603636,南威软件,7.28,9.9698,399880000.0,9.62,4225000000.0,4225000000.0,86436112,21.6155,58135687,28300425,-86436112,
601288,农业银行,6.91,1.4684,2082520000.0,0.1,2418383000000.0,2205977000000.0,85408688,4.1012,142877216,-57468528,-85408688,
300124,汇川技术,52.84,0.7436,1438810000.0,1.13,143185000000.0,127463000000.0,85381484,5.9342,15505564,69875920,-85381484,
300145,南方泵业,5.19,6.5708,677010000.0,6.91,9966000000.0,9918000000.0,84954139,12.5484,70852364,14101775,-84954139,
301408,华人健康,16.07,8.9492,658080000.0,17.78,6428000000.0,3679000000.0,84607815,12.8568,48171917,36435898,-84607815,
300142,沃森生物,13.69,2.855,1328730000.0,6.2,21895000000.0,21601000000.0,84462301,6.3566,71677053,12785248,-84462301,
688531,日联科技,148.0,0.7008,687710000.0,4.02,24508000000.0,16987000000.0,84046385,12.2212,40772426,43273959,-84046385,
600095,湘财股份,9.07,4.6136,749970000.0,2.94,25933000000.0,25933000000.0,82628573,11.0176,52252548,30376025,-82628573,
600330,天通股份,29.41,0.1362,2527290000.0,6.91,36275000000.0,36275000000.0,82375312,3.2594,-19783296,102158608,-82375312,
002706,良信股份,8.92,5.0648,415060000.0,5.13,10018000000.0,8162000000.0,82302840,19.8291,57361345,24941495,-82302840,
002755,奥赛康,12.45,9.9823,432120000.0,3.84,11556000000.0,11555000000.0,82301796,19.0461,65694449,16607347,-82301796,
688028,沃尔德,124.3,-2.2184,1324030000.0,7.05,18763000000.0,18763000000.0,82168976,6.206,4305376,77863600,-82168976,
002354,天娱数科,7.92,4.2105,1972520000.0,15.46,13104000000.0,12886000000.0,81614117,4.1376,50175701,31438416,-81614117,
600010,包钢股份,2.15,1.4151,666170000.0,0.99,97236000000.0,67334000000.0,81101717,12.1743,83167367,-2065650,-81101717,
603958,哈森股份,18.37,10.0,381520000.0,9.7,4030000000.0,4030000000.0,80777740,21.1726,71414370,9363370,-80777740,
300260,新莱应材,64.52,0.389,1540520000.0,8.28,26312000000.0,18558000000.0,80564438,5.2297,5809670,74754768,-80564438,
000983,山西焦煤,6.6,2.4845,451250000.0,1.22,37469000000.0,37469000000.0,80356998,17.8076,64739436,15617562,-80356998,
600685,中船防务,30.31,5.3162,780460000.0,3.18,42843000000.0,24898000000.0,79585622,10.1973,26477057,53108565,-79585622,
300835,龙磁科技,192.66,3.0267,831650000.0,5.24,22974000000.0,16102000000.0,79468792,9.5556,112805470,-33336678,-79468792,
002738,中矿资源,45.05,2.2934,869270000.0,2.72,32859000000.0,32031000000.0,79289302,9.1214,31417338,47871964,-79289302,
300151,昌红科技,21.46,3.6715,610820000.0,7.8,11428000000.0,7912000000.0,78842238,12.9076,37258743,41583495,-78842238,
600127,金健米业,15.75,9.986,2756480000.0,28.45,10108000000.0,10108000000.0,78813280,2.8592,171236096,-92422816,-78813280,
001267,汇绿生态,39.2,3.0765,1588330000.0,6.78,30772000000.0,23855000000.0,78807857,4.9617,62817729,15990128,-78807857,
300558,贝达药业,49.41,4.6379,863400000.0,4.15,20917000000.0,20860000000.0,78708918,9.1162,16333354,62375564,-78708918,
002669,康达新材,14.47,5.1599,724060000.0,16.47,4390000000.0,4380000000.0,78530883,10.8459,7460796,71070087,-78530883,
002104,恒宝股份,11.8,6.0198,1087070000.0,15.43,8359000000.0,7170000000.0,78394866,7.2116,16961554,61433312,-78394866,
600893,航发动力,40.53,3.4192,1413420000.0,1.31,108037000000.0,108018000000.0,78288586,5.5389,78867562,-578976,-78288586,
002947,恒铭达,68.62,2.9866,581340000.0,4.32,17551000000.0,13608000000.0,77632655,13.3541,40716446,36916209,-77632655,
600301,华锡有色,49.97,9.9934,286090000.0,2.08,31609000000.0,13759000000.0,77457501,27.0745,87758979,-10301478,-77457501,
002169,智光电气,14.9,9.1575,961040000.0,8.64,11662000000.0,11338000000.0,76824561,7.9939,95783482,-18958921,-76824561,
603688,石英股份,50.75,2.1949,1012580000.0,3.67,27490000000.0,27490000000.0,76800278,7.5846,33276791,43523487,-76800278,
600587,新华医疗,13.4,10.0164,326270000.0,4.11,8129000000.0,8129000000.0,75980178,23.2875,58648528,17331650,-75980178,
688293,奥浦迈,75.45,6.7185,609820000.0,7.05,10729000000.0,8840000000.0,75425962,12.3686,33901006,41524956,-75425962,
002081,金螳螂,5.16,4.878,1359860000.0,10.03,13701000000.0,13687000000.0,75217598,5.5313,43812316,31405282,-75217598,
300364,中文在线,24.96,2.2951,1610250000.0,9.83,18183000000.0,16501000000.0,74905356,4.6518,-9390708,84296064,-74905356,
601058,赛轮轮胎,13.79,-0.4332,700370000.0,1.56,45343000000.0,45343000000.0,74705666,10.6666,-2420866,77126532,-74705666,
603936,博敏电子,21.61,1.2652,1005900000.0,7.4,13946000000.0,13623000000.0,74471804,7.4035,21107482,53364322,-74471804,
688313,仕佳光子,171.5,0.6574,3326810000.0,4.3,77516000000.0,77516000000.0,74421360,2.237,28464048,45957312,-74421360,
603093,南华期货,13.99,9.9843,360260000.0,3.06,14524000000.0,12340000000.0,73875576,20.5062,66349612,7525964,-73875576,
002900,哈三联,13.04,10.0422,313910000.0,12.49,4125000000.0,2581000000.0,73720496,23.4846,61054241,12666255,-73720496,
601086,国芳集团,17.67,10.0249,1094390000.0,9.47,11768000000.0,11768000000.0,73523891,6.7183,56709155,16814736,-73523891,
688525,佰维存储,217.58,0.3228,3707950000.0,3.55,103749000000.0,103749000000.0,73020704,1.9693,46979696,26041008,-73020704,
300741,华宝股份,26.0,3.3797,949010000.0,5.91,16013000000.0,16013000000.0,72972991,7.6894,-164649,73137640,-72972991,
301230,泓博医药,38.82,10.2528,1527500000.0,24.54,7024000000.0,6318000000.0,71821961,4.7019,-33024759,104846720,-71821961,
300456,赛微电子,37.65,2.9251,1567830000.0,7.13,27568000000.0,22498000000.0,71350772,4.5509,14525668,56825104,-71350772,
301132,满坤科技,63.26,4.9262,1068120000.0,18.26,9368000000.0,5993000000.0,71095463,6.6561,10834217,60261246,-71095463,
002303,美盈森,6.27,10.0,213750000.0,3.21,9601000000.0,6692000000.0,70633131,33.0447,96262258,-25629127,-70633131,
688256,寒武纪,1112.77,-0.0332,8422020000.0,1.2,699770000000.0,699770000000.0,69923760,0.8302,-60085840,130009600,-69923760,
002094,青岛金王,5.49,7.2266,388680000.0,10.34,3793000000.0,3791000000.0,69835255,17.9673,44105431,25729824,-69835255,
600737,中粮糖业,15.2,2.8417,1326230000.0,4.14,32510000000.0,32510000000.0,69502387,5.2406,24033427,45468960,-69502387,
002741,光华科技,26.39,3.9795,1009300000.0,9.01,12366000000.0,11348000000.0,68824355,6.819,36339455,32484900,-68824355,
002042,华孚时尚,4.22,9.8958,336440000.0,4.89,7177000000.0,7177000000.0,68719772,20.4256,94749706,-26029934,-68719772,
002328,新朋股份,8.5,3.7851,623430000.0,12.98,6560000000.0,4851000000.0,67729142,10.864,18055548,49673594,-67729142,
002907,华森制药,15.25,10.0289,364810000.0,7.2,6368000000.0,5170000000.0,67423391,18.4818,54239899,13183492,-67423391,
300708,聚灿光电,9.28,6.0571,474330000.0,7.28,8754000000.0,6630000000.0,67188126,14.1648,43672965,23515161,-67188126,
000402,金融街,2.77,9.9206,445020000.0,5.56,8279000000.0,8279000000.0,67104672,15.079,82976317,-15871645,-67104672,
002388,新亚制程,7.95,9.9585,408630000.0,10.43,4027000000.0,4024000000.0,66918283,16.3763,59375849,7542434,-66918283,
