,品牌价,上金所,溢价,溢价率%
2026-01-12,1392.0,1023.71,368.28999999999996,35.97600883062586
2026-01-13,1392.0,1025.02,366.98,35.8022282492049
2026-01-14,1392.0,1038.0,354.0,34.104046242774565
2026-01-15,1392.0,1034.27,357.73,34.58768019956104
2026-01-16,1392.0,1032.63,359.3699999999999,34.801429359983715
2026-01-19,1410.0,1045.72,364.28,34.83532876869525
2026-01-20,1410.0,1056.43,353.56999999999994,33.46837935310432
2026-01-21,1432.0,1087.81,344.19000000000005,31.64063577279121
2026-01-22,1432.0,1083.69,348.30999999999995,32.141110465169916
2026-01-23,1482.0,1110.3,371.70000000000005,33.477438530126996
2026-01-26,1510.0,1144.45,365.54999999999995,31.94110708200445
2026-01-27,1510.0,1144.14,365.8599999999999,31.976855979163375
2026-01-28,1550.0,1184.96,365.03999999999996,30.80610315960032
2026-01-29,1650.0,1243.02,406.98,32.741227011632965
2026-01-30,1650.0,1163.95,486.04999999999995,41.75866660939043
2026-02-02,1550.0,1030.0,520.0,50.48543689320388
2026-02-03,1490.0,1097.89,392.1099999999999,35.71487125303991
2026-02-04,1508.0,1140.3,367.70000000000005,32.24590020170131
2026-02-05,1508.0,1105.47,402.53,36.4125666006314
2026-02-06,1495.0,1093.85,401.1500000000001,36.673218448599
2026-02-09,1528.0,1116.02,411.98,36.91510904822494
2026-02-10,1528.0,1116.69,411.30999999999995,36.83296169930777
2026-02-11,1528.0,1123.02,404.98,36.06169079802675
2026-02-12,1528.0,1122.52,405.48,36.12229626198197
2026-02-13,1512.0,1108.92,403.0799999999999,36.34887999134292
2026-02-24,1535.0,1147.66,387.3399999999999,33.750413885645564
2026-02-25,1535.0,1145.64,389.3599999999999,33.98624349708459
2026-02-26,1535.0,1144.51,390.49,34.1185310744336
2026-02-27,1535.0,1142.97,392.03,34.29923795025241
2026-03-02,1585.0,1199.45,385.54999999999995,32.143899287173284
2026-03-03,1585.0,1182.0,403.0,34.09475465313029
2026-03-04,1565.0,1153.18,411.81999999999994,35.711684212351926
2026-03-05,1565.0,1149.61,415.3900000000001,36.133123407068496
2026-03-06,1555.0,1139.33,415.6700000000001,36.48372288976856
2026-03-09,1548.0,1140.38,407.6199999999999,35.744225609007515
2026-03-10,1548.0,1144.78,403.22,35.222488163664636
2026-03-11,1548.0,1150.42,397.5799999999999,34.55955216355765
2026-03-12,1548.0,1146.45,401.54999999999995,35.02551354180295
2026-03-13,1538.0,1131.09,406.9100000000001,35.97503293283471
2026-03-16,1530.0,1114.61,415.3900000000001,37.267743874539086
2026-03-17,1530.0,1115.97,414.03,37.100459689776606
2026-03-18,1530.0,1111.89,418.1099999999999,37.60353991851711
2026-03-19,1495.0,1061.0,434.0,40.9048067860509
2026-03-20,1478.0,1041.59,436.4100000000001,41.89844372545821
2026-03-23,1418.0,924.65,493.35,53.35532363597038
2026-03-24,1392.0,979.56,412.44000000000005,42.10461840009801
2026-03-25,1392.0,1015.45,376.54999999999995,37.082081835639364
2026-03-26,1392.0,991.36,400.64,40.41316978695932
2026-03-27,1378.0,993.9,384.1,38.645739007948485
2026-03-30,1378.0,1008.75,369.25,36.60470879801735
2026-03-31,1378.0,1018.9,359.1,35.24389047011483
2026-04-01,1405.0,1047.89,357.1099999999999,34.078958669325964
2026-04-02,1428.0,1027.5,400.5,38.97810218978102
2026-04-03,1418.0,1034.42,383.5799999999999,37.08164962007694
2026-04-07,1399.0,1028.0,371.0,36.08949416342412
2026-04-08,1448.0,1059.91,388.0899999999999,36.6153730033682
2026-04-09,1422.0,1036.0,386.0,37.25868725868725
2026-04-10,1422.0,1047.23,374.77,35.786789912435665
2026-04-13,1405.0,1042.3,362.70000000000005,34.7980427899837
2026-04-14,1405.0,1048.35,356.6500000000001,34.02012686602758
