,品牌价,上金所,溢价,溢价率%
2026-07-28,1227.0,883.28,343.72,38.91404764061227
2026-07-29,1217.0,881.98,335.02,37.984988321730654
2026-07-30,1233.0,880.69,352.30999999999995,40.003860609294975
2026-07-31,1233.0,884.92,348.08000000000004,39.33462911901641
2026-08-03,1226.0,883.04,342.96000000000004,38.83855770973003
2026-08-04,1226.0,884.22,341.78,38.653276333944035
2026-08-05,1235.0,904.92,330.08000000000004,36.47615258807409
2026-08-06,1292.0,925.6,366.4,39.58513396715644
2026-08-07,1281.0,930.47,350.53,37.67235913033198
2026-08-10,1303.0,944.67,358.33000000000004,37.93176453152953
2026-08-11,1331.0,946.7,384.29999999999995,40.59364106897644
2026-08-12,1324.0,955.75,368.25,38.52995030081088
2026-08-13,1335.0,949.24,385.76,40.638826850954445
2026-08-14,1307.0,940.72,366.28,38.936134025002126
2026-08-17,1327.0,952.44,374.55999999999995,39.326361765570525
2026-08-18,1334.0,955.16,378.84000000000003,39.66246492734202
2026-08-19,1313.0,945.22,367.78,38.909460231480494
2026-08-20,1350.0,968.14,381.86,39.44264259301341
2026-08-21,1358.0,983.56,374.44000000000005,38.06986864044899
2026-08-24,1382.0,1004.21,377.78999999999996,37.62061720158133
2026-08-25,1405.0,1000.0,405.0,40.5
2026-08-26,1394.0,1000.68,393.32000000000005,39.30527241475797
